mmitzrach,mida,mishkal
4389,700,1
4389,2000,1000
4393,600,250
4393,700,1
4393,2000,1000
4395,200,227
4395,300,14
4395,400,5
4395,600,250
4395,700,1
4395,901,200
4395,905,10
4395,2000,1000
4397,200,227
4397,300,15
4397,400,4.5
4397,600,250
4397,700,1
4397,901,200
4397,905,10
4397,2000,1000
4398,200,227
4398,300,15
4398,400,4.5
4398,600,250
4398,700,1
4398,901,200
4398,2000,1000
4399,400,5
4399,700,1
4399,2000,1000
4401,200,227
4401,300,15
4401,400,4.5
4401,600,250
4401,700,1
4401,901,200
4401,2000,1000
4403,200,227
4403,300,15
4403,400,4.5
4403,600,250
4403,700,1
4403,901,200
4403,2000,1000
4408,200,227
4408,300,15
4408,400,4
4408,600,250
4408,700,1
4408,901,200
4408,2000,1000
4409,200,227
4409,300,15
4409,400,5
4409,600,250
4409,700,1
4409,901,200
4409,2000,1000
4410,300,15
4410,400,4.5
4410,700,1
4410,2000,1000
4411,300,15
4411,400,4.5
4411,700,1
4411,2000,1000
4412,300,15
4412,400,4.5
4412,600,150
4412,700,1
4412,2000,1000
4414,600,250
4414,700,1
4414,2000,1000
4417,300,15
4417,400,4.5
4417,700,1
4417,2000,1000
4418,200,205
4418,300,12
4418,700,1
4418,2000,1000
4419,700,1
4419,900,200
4419,2000,1000
4420,300,12
4420,700,1
4420,2000,1000
4422,200,205
4422,300,12
4422,700,1
4422,2000,1000
4423,300,15
4423,400,4.5
4423,700,1
4423,2000,1000
4424,300,10
4424,400,3
4424,700,1
4424,2000,1000
4427,200,230
4427,300,14
4427,700,1
4427,2000,1000
4429,300,18
4429,400,6
4429,700,1
4429,2000,1000
4430,200,252
4430,300,20
4430,400,9
4430,700,1
4430,2000,1000
4431,200,128
4431,300,8
4431,700,1
4431,2000,1000
4432,200,218
4432,300,10
4432,400,3
4432,700,1
4432,2000,1000
4434,200,218
4434,300,10
4434,400,3
4434,700,1
4434,2000,1000
4435,200,218
4435,300,10
4435,400,3
4435,700,1
4435,2000,1000
4436,100,0.300000011920929
4436,700,1
4436,2000,1000
4437,200,218
4437,300,10
4437,400,3
4437,700,1
4437,2000,1000
4438,200,218
4438,300,10
4438,400,3
4438,700,1
4438,2000,1000
4439,300,13.60000038146973
4439,700,1
4439,2000,1000
4440,200,218
4440,300,10
4440,400,3
4440,700,1
4440,2000,1000
4441,200,218
4441,300,10
4441,400,3
4441,700,1
4441,2000,1000
4442,200,218
4442,300,10
4442,400,3
4442,700,1
4442,2000,1000
4443,200,216
4443,300,10
4443,400,3
4443,700,1
4443,2000,1000
4444,200,218
4444,300,10
4444,400,3
4444,700,1
4444,2000,1000
4445,200,218
4445,300,10
4445,400,3
4445,700,1
4445,2000,1000
4446,200,218
4446,300,10
4446,400,3
4446,700,1
4446,2000,1000
4447,200,218
4447,300,10
4447,400,3
4447,700,1
4447,2000,1000
4448,200,218
4448,300,10
4448,400,3
4448,700,1
4448,2000,1000
4449,200,218
4449,300,10
4449,400,3
4449,700,1
4449,2000,1000
4451,200,218
4451,300,10
4451,400,3
4451,700,1
4451,2000,1000
4452,200,218
4452,300,10
4452,400,3
4452,700,1
4452,2000,1000
4453,200,218
4453,300,10
4453,400,3
4453,700,1
4453,2000,1000
4454,200,218
4454,300,10
4454,400,3
4454,700,1
4454,2000,1000
4455,300,13.60000038146973
4455,700,1
4455,2000,1000
4457,200,218
4457,300,10
4457,400,3
4457,700,1
4457,2000,1000
4458,200,218
4458,300,10
4458,400,3
4458,700,1
4458,2000,1000
4461,300,10
4461,400,4
4461,700,1
4461,1006,100
4461,2000,1000
4463,300,15
4463,301,15
4463,700,1
4463,2000,1000
4466,200,220
4466,300,16
4466,400,5
4466,700,1
4466,2000,1000
4468,200,220
4468,300,16
4468,400,5
4468,700,1
4468,2000,1000
4469,200,220
4469,300,16
4469,400,5
4469,700,1
4469,2000,1000
4470,200,220
4470,300,16
4470,400,5
4470,700,1
4470,908,500
4470,2000,1000
4472,200,220
4472,300,16
4472,400,5
4472,700,1
4472,2000,1000
4473,200,220
4473,300,16
4473,400,5
4473,700,1
4473,908,500
4473,912,1000
4473,2000,1000
4476,300,16
4476,400,5
4476,700,1
4476,908,250
4476,2000,1000
4478,300,10
4478,400,4
4478,700,1
4478,2000,1000
4482,200,220
4482,300,16
4482,400,5
4482,700,1
4482,2000,1000
4483,300,16
4483,400,5
4483,700,1
4483,2000,1000
4484,200,220
4484,300,16
4484,400,5
4484,700,1
4484,2000,1000
4485,300,16
4485,400,5
4485,700,1
4485,908,500
4485,2000,1000
4488,300,14
4488,400,4.300000190734863
4488,700,1
4488,2000,1000
4489,300,15
4489,400,5
4489,700,1
4489,1100,290
4489,2000,1000
4492,300,10
4492,400,4
4492,700,1
4492,2000,1000
4494,300,10
4494,400,4
4494,700,1
4494,2000,1000
4497,300,14.39999961853027
4497,400,6
4497,700,1
4497,2000,1000
4498,700,1
4498,2000,1000
4499,700,1
4499,2000,1000
4500,200,200
4500,300,15
4500,400,5
4500,401,4
4500,402,6
4500,700,1
4500,905,6
4500,1207,2.5
4500,2000,1000
4501,200,150
4501,300,10
4501,400,3.400000095367432
4501,700,1
4501,905,5
4501,2000,1000
4502,200,150
4502,300,17
4502,400,4.599999904632568
4502,401,3
4502,700,1
4502,2000,1000
4503,700,1
4503,1210,0.07999999821186066
4503,2000,1000
4504,700,1
4504,2000,1000
4505,400,6.800000190734863
4505,700,1
4505,2000,1000
4506,700,1
4506,905,1
4506,2000,1000
4507,300,4
4507,700,1
4507,905,0.800000011920929
4507,2000,1000
4508,100,0.07999999821186066
4508,700,1
4508,905,1
4508,1210,0.07999999821186066
4508,2000,1000
4513,100,0.009999999776482582
4513,700,1
4513,900,11.69999980926514
4513,905,4.699999809265137
4513,2000,1000
4514,700,1
4514,900,140
4514,1216,0.02999999932944775
4514,2000,1000
4517,300,15
4517,400,5
4517,700,1
4517,2000,1000
4522,100,0.02999999932944775
4522,700,1
4522,900,220
4522,1216,0.02999999932944775
4522,2000,1000
4526,300,18
4526,400,4
4526,700,1
4526,2000,1000
4527,300,18
4527,400,4
4527,700,1
4527,2000,1000
4528,300,20
4528,400,3
4528,700,1
4528,2000,1000
4529,400,6.900000095367432
4529,700,1
4529,2000,1000
4530,700,1
4530,1100,450
4530,2000,1000
4531,300,20
4531,400,8
4531,700,1
4531,2000,1000
4534,300,20
4534,400,8
4534,700,1
4534,2000,1000
4535,200,280
4535,300,20
4535,400,8
4535,700,1
4535,2000,1000
4536,200,240
4536,300,15
4536,700,1
4536,2000,1000
4538,300,10
4538,401,3
4538,700,1
4538,1100,700
4538,2000,1000
4539,200,316
4539,300,20
4539,700,1
4539,2000,1000
4540,300,10
4540,401,3
4540,700,1
4540,1100,700
4540,2000,1000
4541,200,384
4541,300,24
4541,700,1
4541,2000,1000
4542,400,3
4542,700,1
4542,1100,700
4542,2000,1000
4543,200,240
4543,700,1
4543,1100,1000
4543,2000,1000
4544,200,339
4544,300,21
4544,400,5
4544,700,1
4544,2000,1000
4545,300,13
4545,400,5
4545,700,1
4545,2000,1000
4547,200,344
4547,300,22
4547,400,9
4547,700,1
4547,908,900
4547,2000,1000
4548,300,13
4548,400,5
4548,700,1
4548,908,350
4548,2000,1000
4549,700,1
4549,908,350
4549,2000,1000
4550,400,9
4550,700,1
4550,2000,1000
4551,300,20
4551,400,5
4551,700,1
4551,2000,1000
4552,300,15
4552,301,13
4552,302,17
4552,400,5
4552,402,6
4552,700,1
4552,1207,2.400000095367432
4552,2000,1000
4553,300,20
4553,400,8
4553,700,1
4553,2000,1000
4554,300,20
4554,400,8
4554,700,1
4554,2000,1000
4556,700,1
4556,908,350
4556,2000,1000
4557,300,18
4557,400,8
4557,700,1
4557,908,450
4557,2000,1000
4563,300,18
4563,400,8
4563,700,1
4563,2000,1000
4564,300,25
4564,700,1
4564,2000,1000
4565,300,25
4565,700,1
4565,2000,1000
4566,700,1
4566,912,500
4566,1207,50
4566,2000,1000
4567,300,20
4567,400,8
4567,700,1
4567,2000,1000
4568,300,20
4568,400,8
4568,700,1
4568,2000,1000
4569,200,150
4569,300,20
4569,400,8
4569,700,1
4569,2000,1000
4573,300,15
4573,700,1
4573,2000,1000
4574,300,18
4574,700,1
4574,800,21
4574,900,85
4574,1006,100
4574,2000,1000
4575,700,1
4575,903,15
4575,2000,1000
4577,300,16
4577,400,6
4577,700,1
4577,905,20
4577,2000,1000
4578,300,16
4578,400,6
4578,700,1
4578,800,20
4578,2000,1000
4579,300,16
4579,400,6
4579,700,1
4579,905,20
4579,2000,1000
4580,300,16
4580,400,6
4580,700,1
4580,800,20
4580,2000,1000
4581,300,16
4581,400,6
4581,700,1
4581,905,20
4581,2000,1000
4582,300,16
4582,400,6
4582,700,1
4582,906,305
4582,2000,1000
4584,100,75
4584,700,1
4584,2000,1000
4585,100,80
4585,700,1
4585,2000,1000
4586,100,70
4586,700,1
4586,2000,1000
4589,100,108
4589,700,1
4589,2000,1000
4590,100,78
4590,700,1
4590,2000,1000
4591,100,63
4591,700,1
4591,2000,1000
4593,100,3.400000095367432
4593,200,195
4593,700,1
4593,2000,1000
4594,400,4
4594,700,1
4594,2000,1000
4595,100,3.299999952316284
4595,700,1
4595,2000,1000
4596,100,3.299999952316284
4596,700,1
4596,2000,1000
4597,100,0.300000011920929
4597,700,1
4597,2000,1000
4598,700,1
4598,903,100
4598,2000,1000
4599,100,40
4599,102,22
4599,700,1
4599,2000,1000
4600,100,6
4600,700,1
4600,2000,1000
4602,100,9
4602,700,1
4602,2000,1000
4604,100,9
4604,700,1
4604,2000,1000
4605,100,45
4605,102,18
4605,700,1
4605,2000,1000
4606,100,14
4606,700,1
4606,2000,1000
4608,100,3
4608,700,1
4608,900,49
4608,2000,1000
4610,100,4
4610,700,1
4610,2000,1000
4611,700,1
4611,902,100
4611,905,50
4611,1206,23
4611,2000,1000
4612,700,1
4612,1202,16.70000076293945
4612,2000,1000
4616,100,28
4616,700,1
4616,2000,1000
4617,102,35
4617,700,1
4617,902,200
4617,911,100
4617,1206,12.5
4617,2000,1000
4620,102,9
4620,103,27
4620,104,27
4620,700,1
4620,2000,1000
4621,100,58
4621,700,1
4621,1208,21.5
4621,2000,1000
4622,700,1
4622,1208,21.5
4622,2000,1000
4623,700,1
4623,1208,21.5
4623,2000,1000
4624,200,170
4624,700,1
4624,2000,1000
4629,700,1
4629,902,300
4629,2000,1000
4630,100,10
4630,700,1
4630,2000,1000
4631,200,150
4631,204,150
4631,700,1
4631,2000,1000
4632,700,1
4632,905,41.59999847412109
4632,2000,1000
4633,700,1
4633,900,41.59999847412109
4633,2000,1000
4635,700,1
4635,903,75
4635,2000,1000
4636,100,3
4636,101,0.5
4636,102,0.800000011920929
4636,700,1
4636,903,100
4636,905,30
4636,912,200
4636,2000,1000
4638,100,85
4638,700,1
4638,2000,1000
4640,100,50
4640,700,1
4640,2000,1000
4644,700,1
4644,902,100
4644,905,11.5
4644,1207,4
4644,2000,1000
4645,700,1
4645,902,100
4645,2000,1000
4646,700,1
4646,902,100
4646,2000,1000
4648,700,1
4648,900,48
4648,1208,12
4648,2000,1000
4649,100,43
4649,700,1
4649,900,129
4649,1208,21.5
4649,2000,1000
4650,100,12.5
4650,700,1
4650,2000,1000
4651,700,1
4651,902,100
4651,2000,1000
4652,700,1
4652,902,100
4652,1207,4.199999809265137
4652,2000,1000
4653,100,45
4653,102,26
4653,700,1
4653,1208,11.25
4653,2000,1000
4654,700,1
4654,902,100
4654,2000,1000
4655,700,1
4655,900,100
4655,1208,16
4655,2000,1000
4656,700,1
4656,902,100
4656,2000,1000
4659,700,1
4659,902,100
4659,2000,1000
4660,100,18
4660,700,1
4660,2000,1000
4661,700,1
4661,902,100
4661,1207,10
4661,2000,1000
4662,700,1
4662,902,100
4662,2000,1000
4664,102,40
4664,103,70
4664,104,100
4664,700,1
4664,2000,1000
4665,102,52
4665,104,100
4665,700,1
4665,2000,1000
4670,700,1
4670,902,100
4670,1207,4.199999809265137
4670,2000,1000
4671,700,1
4671,902,101
4671,1207,4.199999809265137
4671,2000,1000
4673,700,1
4673,1207,3.549999952316284
4673,2000,1000
4674,700,1
4674,902,85
4674,1207,3.5
4674,2000,1000
4675,100,25
4675,102,18
4675,104,33
4675,700,1
4675,2000,1000
4678,700,1
4678,902,103
4678,1207,4.199999809265137
4678,2000,1000
4679,700,1
4679,1204,20
4679,2000,1000
4685,100,100
4685,700,1
4685,2000,1000
4687,700,1
4687,902,100
4687,1207,36
4687,2000,1000
4690,700,1
4690,902,107
4690,1207,4.199999809265137
4690,2000,1000
4691,100,85
4691,700,1
4691,2000,1000
4692,700,1
4692,902,85
4692,2000,1000
4694,100,14
4694,102,31
4694,104,57
4694,700,1
4694,2000,1000
4697,100,25
4697,700,1
4697,900,150
4697,2000,1000
4698,100,20
4698,700,1
4698,900,60
4698,2000,1000
4699,100,57
4699,104,100
4699,700,1
4699,2000,1000
4700,100,28.35000038146973
4700,104,57
4700,700,1
4700,2000,1000
4701,100,11
4701,700,1
4701,2000,1000
4704,700,1
4704,902,108
4704,1207,4
4704,2000,1000
4705,100,3
4705,700,1
4705,2000,1000
4706,100,5.400000095367432
4706,700,1
4706,2000,1000
4710,100,60
4710,101,9
4710,102,22
4710,700,1
4710,2000,1000
4711,300,9
4711,400,4
4711,700,1
4711,901,100
4711,905,25
4711,2000,1000
4713,102,25
4713,700,1
4713,900,100
4713,2000,1000
4715,102,25
4715,700,1
4715,2000,1000
4717,700,1
4717,900,100
4717,2000,1000
4718,102,17.5
4718,700,1
4718,2000,1000
4719,102,17.5
4719,700,1
4719,2000,1000
4720,200,176
4720,700,1
4720,2000,1000
4721,205,182
4721,700,1
4721,1202,11
4721,1207,1.399999976158142
4721,2000,1000
4722,700,1
4722,1204,4
4722,1208,6.300000190734863
4722,2000,1000
4723,100,14
4723,700,1
4723,2000,1000
4724,100,57
4724,700,1
4724,2000,1000
4725,100,58
4725,102,20
4725,700,1
4725,2000,1000
4726,100,51
4726,102,20
4726,700,1
4726,2000,1000
4727,100,53
4727,700,1
4727,2000,1000
4728,700,1
4728,902,113
4728,2000,1000
4729,100,2.900000095367432
4729,200,170
4729,700,1
4729,2000,1000
4731,100,1.299999952316284
4731,700,1
4731,2000,1000
4732,100,2
4732,700,1
4732,2000,1000
4733,700,1
4733,903,114
4733,2000,1000
4734,700,1
4734,903,48
4734,912,159
4734,2000,1000
4735,700,1
4735,903,48
4735,2000,1000
4736,100,1.200000047683716
4736,200,155
4736,700,1
4736,2000,1000
4739,100,2
4739,200,170
4739,700,1
4739,2000,1000
4740,100,1.5
4740,700,1
4740,2000,1000
4741,100,1.5
4741,700,1
4741,2000,1000
4742,100,1.5
4742,700,1
4742,2000,1000
4743,100,1.5
4743,700,1
4743,1104,80
4743,2000,1000
4746,100,57
4746,700,1
4746,2000,1000
4747,100,22.5
4747,700,1
4747,2000,1000
4748,100,5
4748,700,1
4748,2000,1000
4751,100,11
4751,700,1
4751,2000,1000
4752,100,11
4752,700,1
4752,900,143
4752,2000,1000
4755,700,1
4755,902,100
4755,1207,6.599999904632568
4755,2000,1000
4756,700,1
4756,1207,4.25
4756,2000,1000
4759,100,1.399999976158142
4759,700,1
4759,2000,1000
4760,100,1.399999976158142
4760,700,1
4760,2000,1000
4761,100,1.399999976158142
4761,700,1
4761,2000,1000
4764,700,1
4764,900,80
4764,2000,1000
4765,100,4
4765,700,1
4765,2000,1000
4766,100,4
4766,700,1
4766,2000,1000
4767,100,6
4767,700,1
4767,2000,1000
4768,100,2.599999904632568
4768,101,2
4768,700,1
4768,900,37.5
4768,905,10.5
4768,2000,1000
4769,100,6
4769,700,1
4769,2000,1000
4770,100,4
4770,700,1
4770,900,30
4770,903,150
4770,2000,1000
4771,100,9
4771,700,1
4771,903,150
4771,2000,1000
4772,104,50
4772,700,1
4772,2000,1000
4773,400,6
4773,700,1
4773,2000,1000
4774,400,6
4774,700,1
4774,2000,1000
4776,700,1
4776,903,50
4776,2000,1000
4777,100,0.800000011920929
4777,700,1
4777,900,35
4777,905,25
4777,2000,1000
4778,100,7
4778,700,1
4778,2000,1000
4780,100,6
4780,700,1
4780,2000,1000
4781,100,6
4781,700,1
4781,2000,1000
4782,100,6
4782,700,1
4782,2000,1000
4783,102,12
4783,700,1
4783,2000,1000
4784,100,5
4784,700,1
4784,2000,1000
4785,100,5
4785,700,1
4785,2000,1000
4786,100,3
4786,700,1
4786,2000,1000
4787,100,4
4787,700,1
4787,2000,1000
4788,100,3.5
4788,700,1
4788,906,80
4788,2000,1000
4789,100,2.599999904632568
4789,101,2
4789,700,1
4789,2000,1000
4791,100,3.5
4791,700,1
4791,2000,1000
4794,100,2.799999952316284
4794,700,1
4794,2000,1000
4795,100,2
4795,700,1
4795,2000,1000
4796,100,2
4796,700,1
4796,2000,1000
4797,100,2.599999904632568
4797,700,1
4797,906,30
4797,2000,1000
4798,100,6
4798,700,1
4798,2000,1000
4799,100,3
4799,700,1
4799,2000,1000
4800,200,240
4800,202,250
4800,700,1
4800,2000,1000
4801,200,75
4801,700,1
4801,2000,1000
4802,200,130
4802,700,1
4802,2000,1000
4803,200,240
4803,202,250
4803,700,1
4803,2000,1000
4804,201,240
4804,202,250
4804,700,1
4804,2000,1000
4805,200,240
4805,202,250
4805,700,1
4805,2000,1000
4806,202,250
4806,203,240
4806,700,1
4806,2000,1000
4807,200,240
4807,202,250
4807,700,1
4807,2000,1000
4808,200,240
4808,202,250
4808,700,1
4808,2000,1000
4809,200,240
4809,202,250
4809,700,1
4809,2000,1000
4810,200,240
4810,202,250
4810,700,1
4810,2000,1000
4811,200,150
4811,700,1
4811,2000,1000
4812,200,150
4812,700,1
4812,2000,1000
4813,300,15
4813,700,1
4813,2000,1000
4814,200,240
4814,202,250
4814,700,1
4814,2000,1000
4815,200,240
4815,202,250
4815,700,1
4815,2000,1000
4816,400,1.600000023841858
4816,402,5
4816,700,1
4816,2000,1000
4818,400,5
4818,700,1
4818,906,400
4818,2000,1000
4819,400,5
4819,700,1
4819,2000,1000
4820,400,1.600000023841858
4820,402,5
4820,700,1
4820,2000,1000
4821,400,1.600000023841858
4821,402,5
4821,700,1
4821,2000,1000
4822,200,240
4822,202,250
4822,700,1
4822,2000,1000
4823,200,240
4823,202,250
4823,700,1
4823,2000,1000
4824,200,240
4824,700,1
4824,904,1000
4824,2000,1000
4827,400,1.600000023841858
4827,402,5
4827,700,1
4827,2000,1000
4828,200,240
4828,202,250
4828,700,1
4828,2000,1000
4829,200,240
4829,202,250
4829,700,1
4829,2000,1000
4830,200,240
4830,202,250
4830,700,1
4830,2000,1000
4831,400,0.699999988079071
4831,700,1
4831,2000,1000
4832,200,240
4832,202,250
4832,700,1
4832,800,240
4832,2000,1000
4833,200,240
4833,700,1
4833,1103,1500
4833,2000,1000
4834,200,240
4834,202,250
4834,700,1
4834,2000,1000
4835,200,240
4835,202,250
4835,700,1
4835,2000,1000
4836,200,240
4836,202,250
4836,700,1
4836,2000,1000
4837,200,240
4837,202,250
4837,700,1
4837,2000,1000
4838,200,240
4838,700,1
4838,1103,1500
4838,2000,1000
4839,200,240
4839,202,250
4839,700,1
4839,2000,1000
4840,200,240
4840,202,250
4840,700,1
4840,2000,1000
4841,200,240
4841,700,1
4841,1100,1500
4841,1101,250
4841,1104,330
4841,2000,1000
4842,200,240
4842,700,1
4842,1101,250
4842,1103,1500
4842,1104,330
4842,2000,1000
4843,200,240
4843,700,1
4843,1101,350
4843,1102,500
4843,1103,1500
4843,1104,330
4843,2000,1000
4844,200,240
4844,700,1
4844,1101,250
4844,1102,330
4844,1103,1500
4844,1104,330
4844,2000,1000
4845,200,240
4845,700,1
4845,1101,250
4845,1102,330
4845,1103,1500
4845,1104,330
4845,2000,1000
4846,200,240
4846,700,1
4846,1101,250
4846,1102,330
4846,1103,1500
4846,1104,330
4846,2000,1000
4847,200,240
4847,700,1
4847,1101,250
4847,1102,330
4847,1103,1500
4847,1104,330
4847,2000,1000
4848,200,240
4848,700,1
4848,904,1000
4848,1101,400
4848,1104,330
4848,2000,1000
4849,200,240
4849,700,1
4849,1101,250
4849,1102,330
4849,1103,1650
4849,1104,330
4849,2000,1000
4851,700,1
4851,906,2000
4851,2000,1000
4852,200,240
4852,700,1
4852,1104,330
4852,2000,1000
4853,200,240
4853,700,1
4853,1100,1500
4853,1101,250
4853,2000,1000
4854,200,240
4854,700,1
4854,1101,330
4854,1102,500
4854,1103,2000
4854,2000,1000
4856,200,240
4856,700,1
4856,1101,500
4856,1103,1500
4856,2000,1000
4857,200,240
4857,700,1
4857,2000,1000
4858,200,240
4858,700,1
4858,903,200
4858,1100,1500
4858,1101,330
4858,2000,1000
4859,200,240
4859,700,1
4859,1103,1500
4859,2000,1000
4861,200,240
4861,700,1
4861,2000,1000
4864,200,240
4864,700,1
4864,2000,1000
4866,200,240
4866,700,1
4866,2000,1000
4867,102,1000
4867,200,240
4867,700,1
4867,2000,1000
4868,200,240
4868,700,1
4868,904,1000
4868,1101,330
4868,1102,500
4868,2000,1000
4871,200,240
4871,700,1
4871,1101,500
4871,1103,1500
4871,2000,1000
4873,200,240
4873,700,1
4873,904,1000
4873,1100,400
4873,1104,330
4873,2000,1000
4874,200,240
4874,700,1
4874,2000,1000
4875,200,240
4875,700,1
4875,2000,1000
4881,200,240
4881,700,1
4881,2000,1000
4886,200,150
4886,204,150
4886,700,1
4886,2000,1000
4887,200,240
4887,700,1
4887,904,1000
4887,1100,400
4887,1104,330
4887,2000,1000
4888,200,240
4888,700,1
4888,1101,500
4888,1103,1500
4888,2000,1000
4891,200,240
4891,700,1
4891,1103,1500
4891,1104,325
4891,2000,1000
4893,204,150
4893,700,1
4893,2000,1000
4898,200,240
4898,700,1
4898,2000,1000
4899,200,240
4899,300,18
4899,400,4
4899,700,1
4899,2000,1000
4900,200,240
4900,300,10
4900,401,3
4900,700,1
4900,1100,700
4900,2000,1000
4901,200,240
4901,300,10
4901,401,3
4901,700,1
4901,1100,700
4901,2000,1000
4902,200,240
4902,700,1
4902,2000,1000
4903,300,10
4903,700,1
4903,1102,750
4903,2000,1000
4904,200,240
4904,700,1
4904,1102,750
4904,1103,1500
4904,2000,1000
4908,700,1
4908,1100,750
4908,1104,250
4908,2000,1000
4913,200,240
4913,700,1
4913,2000,1000
4915,200,240
4915,700,1
4915,1104,330
4915,2000,1000
4916,200,240
4916,700,1
4916,2000,1000
4917,200,240
4917,700,1
4917,2000,1000
4918,700,1
4918,1101,330
4918,1102,500
4918,1104,330
4918,1106,500
4918,2000,1000
4919,200,240
4919,700,1
4919,2000,1000
4920,700,1
4920,1100,330
4920,1104,330
4920,2000,1000
4921,204,100
4921,209,30
4921,700,1
4921,2000,1000
4922,204,150
4922,209,30
4922,700,1
4922,2000,1000
4926,204,150
4926,700,1
4926,2000,1000
4927,204,150
4927,700,1
4927,2000,1000
4928,204,150
4928,700,1
4928,2000,1000
4929,204,150
4929,700,1
4929,2000,1000
4930,204,150
4930,700,1
4930,2000,1000
4931,200,200
4931,700,1
4931,2000,1000
4932,204,150
4932,209,30
4932,700,1
4932,2000,1000
4935,200,240
4935,700,1
4935,1101,500
4935,1103,1500
4935,2000,1000
4936,204,100
4936,209,30
4936,700,1
4936,2000,1000
4938,204,150
4938,700,1
4938,2000,1000
4939,200,200
4939,700,1
4939,2000,1000
4940,204,30
4940,700,1
4940,2000,1000
4941,204,150
4941,700,1
4941,2000,1000
4942,204,150
4942,700,1
4942,2000,1000
4943,204,150
4943,209,30
4943,700,1
4943,2000,1000
4944,209,30
4944,700,1
4944,2000,1000
4945,204,150
4945,700,1
4945,2000,1000
4946,209,30
4946,700,1
4946,2000,1000
4947,209,30
4947,700,1
4947,2000,1000
4948,700,1
4948,2000,1000
4949,200,240
4949,700,1
4949,2000,1000
4950,200,240
4950,700,1
4950,2000,1000
4951,200,240
4951,700,1
4951,1101,250
4951,1102,500
4951,1103,1500
4951,2000,1000
4952,200,240
4952,700,1
4952,2000,1000
8186,102,44
8186,103,64
8186,104,102
8186,700,1
8186,2000,1000
8187,102,28
8187,103,42
8187,104,70
8187,700,1
8187,2000,1000
8188,102,20
8188,103,30
8188,104,64
8188,700,1
8188,2000,1000
8189,700,1
8189,2000,1000
8190,700,1
8190,2000,1000
8191,700,1
8191,2000,1000
8192,700,1
8192,2000,1000
8193,100,20
8193,700,1
8193,2000,1000
8194,100,53
8194,700,1
8194,2000,1000
8195,100,2264
8195,700,1
8195,2000,1000
8197,300,10
8197,400,5
8197,700,1
8197,800,1
8197,1100,60
8197,2000,1000
8199,200,80
8199,300,8
8199,700,1
8199,2000,1000
8200,200,30
8200,700,1
8200,801,30
8200,802,60
8200,2000,1000
8202,102,176
8202,103,293
8202,104,547
8202,700,1
8202,2000,1000
8205,200,112
8205,700,1
8205,2000,1000
